,word,frequency,POS
2973,bedchamber,6,PROPN
12675,reviled,6,VERB
13035,examined,6,VERB
4756,ar,6,ADP
4428,426,6,NUM
4754,2115,6,NUM
6544,knit,6,VERB
9676,trial,6,NOUN
4741,discouraged,6,VERB
13651,election,6,NOUN
1028,142,6,NUM
1544,246,6,NUM
13756,malice,6,PROPN
4032,spots,6,NOUN
9865,clap,6,NOUN
10596,goodman,6,NOUN
12542,fellowservant,6,NOUN
4136,mankind,6,NOUN
1501,kirjatharba,6,NOUN
14140,appearing,6,VERB
4641,talmai,6,PROPN
3096,abib,6,PROPN
